Year of Sentence,County,AMERICAN INDIAN/ALASKAN NATIVE,ASIAN/ASIAN AMERICAN,BLACK/AFRICAN AMERICAN,HAWAIIAN/PACIFIC ISLANDER,OTHER,WHITE
2018,"Pitt County, North Carolina",4,1,1112,0,25,412
2018,"Polk County, North Carolina",1,0,6,0,2,66
2018,"Randolph County, North Carolina",12,3,290,0,55,948
2018,"Richmond County, North Carolina",20,2,139,0,5,164
2018,"Robeson County, North Carolina",307,0,132,0,19,84
2018,"Rockingham County, North Carolina",2,1,258,0,8,508
2018,"Rowan County, North Carolina",18,0,454,0,34,1082
2018,"Rutherford County, North Carolina",2,0,166,2,6,715
2018,"Sampson County, North Carolina",20,0,225,0,27,265
2018,"Scotland County, North Carolina",73,0,144,0,4,72
2018,"Stanly County, North Carolina",5,2,111,0,3,291
2018,"Stokes County, North Carolina",1,0,39,0,8,317
2018,"Surry County, North Carolina",2,0,60,0,18,498
2018,"Swain County, North Carolina",34,0,1,0,3,77
2018,"Transylvania County, North Carolina",0,0,17,0,5,118
2018,"Tyrrell County, North Carolina",0,0,20,0,2,19
2018,"Union County, North Carolina",3,1,355,0,33,541
2018,"Vance County, North Carolina",2,0,204,0,9,152
2018,"Wake County, North Carolina",25,7,2349,0,198,955
2018,"Warren County, North Carolina",9,0,92,0,1,28
2018,"Washington County, North Carolina",0,0,39,0,0,24
2018,"Watauga County, North Carolina",0,1,19,0,5,264
2018,"Wayne County, North Carolina",13,1,645,0,42,346
2018,"Wilkes County, North Carolina",1,0,117,0,26,741
2018,"Wilson County, North Carolina",5,0,370,0,10,159
2018,"Yadkin County, North Carolina",5,0,91,0,14,327
2018,"Yancey County, North Carolina",2,0,6,0,0,172
2019,"Alamance County, North Carolina",5,3,584,0,32,561
2019,"Alexander County, North Carolina",0,0,36,0,7,198
2019,"Alleghany County, North Carolina",4,0,4,0,3,89
2019,"Anson County, North Carolina",7,0,145,0,0,91
2019,"Ashe County, North Carolina",0,0,0,0,2,181
2019,"Avery County, North Carolina",0,0,10,0,5,185
2019,"Beaufort County, North Carolina",3,1,349,0,10,298
2019,"Bertie County, North Carolina",0,0,80,0,2,15
2019,"Bladen County, North Carolina",9,0,129,0,0,102
2019,"Brunswick County, North Carolina",10,0,183,0,26,590
2019,"Buncombe County, North Carolina",9,3,361,0,37,935
2019,"Burke County, North Carolina",3,11,109,0,19,587
2019,"Cabarrus County, North Carolina",4,1,446,0,47,683
2019,"Caldwell County, North Carolina",0,0,49,0,3,483
2019,"Camden County, North Carolina",0,0,15,0,1,7
2019,"Carteret County, North Carolina",12,3,107,0,17,538
2019,"Caswell County, North Carolina",0,0,83,0,3,59
2019,"Catawba County, North Carolina",5,23,281,1,37,742
2019,"Chatham County, North Carolina",6,0,107,0,18,134
2019,"Cherokee County, North Carolina",4,2,9,0,1,136
2019,"Chowan County, North Carolina",0,0,65,0,3,33
2019,"Clay County, North Carolina",0,0,1,0,0,38
2019,"Cleveland County, North Carolina",2,1,498,0,25,976
2019,"Columbus County, North Carolina",18,0,157,0,0,192
2019,"Craven County, North Carolina",9,1,421,0,11,540
2019,"Cumberland County, North Carolina",78,2,1152,0,47,555
2019,"Currituck County, North Carolina",1,0,19,0,0,93
2019,"Dare County, North Carolina",0,0,50,0,4,195
2019,"Davidson County, North Carolina",11,6,341,0,31,865
2019,"Davie County, North Carolina",4,0,51,0,4,162
2019,"Duplin County, North Carolina",6,1,274,0,23,258
2019,"Durham County, North Carolina",6,1,567,0,33,142
2019,"Edgecombe County, North Carolina",0,2,282,0,3,89
2019,"Forsyth County, North Carolina",12,3,1083,0,131,672
2019,"Franklin County, North Carolina",6,1,161,0,19,161
2019,"Gaston County, North Carolina",11,10,544,0,35,1398
2019,"Gates County, North Carolina",0,0,9,0,0,19
2019,"Graham County, North Carolina",4,0,0,0,0,33
2019,"Granville County, North Carolina",0,0,158,0,12,125
2019,"Greene County, North Carolina",2,0,106,0,7,51
2019,"Guilford County, North Carolina",39,10,1692,0,59,961
2019,"Halifax County, North Carolina",7,0,212,0,1,127
2019,"Harnett County, North Carolina",20,0,240,0,33,344
2019,"Haywood County, North Carolina",43,2,27,0,7,509
2019,"Henderson County, North Carolina",10,2,87,0,30,631
2019,"Hertford County, North Carolina",0,0,88,0,0,49
2019,"Hoke County, North Carolina",85,0,173,0,15,94
2019,"Hyde County, North Carolina",0,0,10,0,3,15
2019,"Iredell County, North Carolina",12,7,493,0,31,838
2019,"Jackson County, North Carolina",49,0,8,0,14,173
2019,"Johnston County, North Carolina",19,1,428,0,51,639
2019,"Jones County, North Carolina",0,0,27,0,1,63
2019,"Lee County, North Carolina",3,0,171,0,49,186
2019,"Lenoir County, North Carolina",3,1,411,0,17,218
2019,"Lincoln County, North Carolina",5,0,138,0,18,677
2019,"Macon County, North Carolina",13,0,10,0,14,242
2019,"Madison County, North Carolina",3,1,6,0,1,182
2019,"Martin County, North Carolina",1,0,156,0,2,55
2019,"Mcdowell County, North Carolina",4,0,41,0,13,683
2019,"Mecklenburg County, North Carolina",3,4,1224,0,55,218
2019,"Mitchell County, North Carolina",0,0,7,0,1,125
2019,"Montgomery County, North Carolina",6,0,81,0,16,132
2019,"Moore County, North Carolina",28,0,240,0,26,369
2019,"Nash County, North Carolina",12,2,498,0,14,215
2019,"New Hanover County, North Carolina",23,2,959,0,44,1083
2019,"Northampton County, North Carolina",0,0,59,0,0,12
2019,"Onslow County, North Carolina",7,11,382,0,40,557
2019,"Orange County, North Carolina",2,2,223,0,14,192
2019,"Other County, North Carolina",5,1,291,0,4,394
2019,"Pamlico County, North Carolina",0,0,28,0,1,122
2019,"Pasquotank County, North Carolina",0,0,178,0,5,84
2019,"Pender County, North Carolina",4,0,62,0,12,220
2019,"Perquimans County, North Carolina",0,0,23,0,0,24
2019,"Person County, North Carolina",1,0,188,0,7,118
2019,"Pitt County, North Carolina",6,1,1065,0,37,404
2019,"Polk County, North Carolina",1,0,10,0,2,84
2019,"Randolph County, North Carolina",16,6,259,0,66,939
2019,"Richmond County, North Carolina",31,3,149,0,3,167
2019,"Robeson County, North Carolina",302,0,184,0,3,70
2019,"Rockingham County, North Carolina",8,1,333,0,21,629
2019,"Rowan County, North Carolina",9,0,359,0,39,895
2019,"Rutherford County, North Carolina",11,0,158,2,4,630
2019,"Sampson County, North Carolina",10,0,220,0,20,242
2019,"Scotland County, North Carolina",76,0,174,0,1,91
2019,"Stanly County, North Carolina",2,4,96,0,11,273
2019,"Stokes County, North Carolina",3,0,56,0,3,503
2019,"Surry County, North Carolina",7,0,70,0,27,560
2019,"Swain County, North Carolina",21,0,2,0,9,67
2019,"Transylvania County, North Carolina",1,0,20,0,0,108
2019,"Tyrrell County, North Carolina",2,0,20,0,1,24
2019,"Union County, North Carolina",15,10,364,0,31,543
2019,"Vance County, North Carolina",0,0,233,0,2,121
2019,"Wake County, North Carolina",16,7,2148,0,143,916
2019,"Warren County, North Carolina",2,0,53,0,2,21
2019,"Washington County, North Carolina",0,0,74,0,0,16
2019,"Watauga County, North Carolina",3,0,19,0,2,250
2019,"Wayne County, North Carolina",8,0,595,0,30,393
2019,"Wilkes County, North Carolina",4,0,113,0,21,716
2019,"Wilson County, North Carolina",4,0,374,0,19,149
2019,"Yadkin County, North Carolina",2,2,67,0,26,354
2019,"Yancey County, North Carolina",2,0,6,0,2,135
2020,"Alamance County, North Carolina",13,0,355,0,28,371
2020,"Alexander County, North Carolina",1,0,13,0,3,159
2020,"Alleghany County, North Carolina",2,0,0,0,3,94
2020,"Anson County, North Carolina",2,0,88,0,0,48
2020,"Ashe County, North Carolina",3,0,4,0,3,178
2020,"Avery County, North Carolina",0,0,3,0,0,65
2020,"Beaufort County, North Carolina",1,1,288,0,6,190
2020,"Bertie County, North Carolina",0,0,45,0,0,4
2020,"Bladen County, North Carolina",15,0,69,0,2,65
2020,"Brunswick County, North Carolina",9,1,146,0,8,450
2020,"Buncombe County, North Carolina",8,2,180,0,31,582
2020,"Burke County, North Carolina",4,8,59,0,10,320
2020,"Cabarrus County, North Carolina",4,0,263,0,21,360
2020,"Caldwell County, North Carolina",1,1,57,0,1,278
2020,"Camden County, North Carolina",0,0,7,0,0,3
2020,"Carteret County, North Carolina",4,0,82,0,16,387
2020,"Caswell County, North Carolina",2,0,63,0,1,46
2020,"Catawba County, North Carolina",3,17,142,0,15,380
2020,"Chatham County, North Carolina",2,0,69,0,9,91
2020,"Cherokee County, North Carolina",2,0,6,0,0,100
2020,"Chowan County, North Carolina",0,0,49,0,1,34
2020,"Clay County, North Carolina",0,0,0,0,0,14
2020,"Cleveland County, North Carolina",1,2,301,0,15,618
2020,"Columbus County, North Carolina",11,0,106,0,6,118
2020,"Craven County, North Carolina",8,3,309,0,18,507
2020,"Cumberland County, North Carolina",65,1,729,0,43,357
2020,"Currituck County, North Carolina",1,0,8,0,1,54
2020,"Dare County, North Carolina",0,0,35,0,10,129
2020,"Davidson County, North Carolina",9,8,186,0,15,636
2020,"Davie County, North Carolina",2,0,32,0,4,115
2020,"Duplin County, North Carolina",3,0,136,0,21,181
2020,"Durham County, North Carolina",7,0,355,0,22,72
2020,"Edgecombe County, North Carolina",0,0,148,0,6,45
2020,"Forsyth County, North Carolina",11,0,563,0,62,332
2020,"Franklin County, North Carolina",2,0,164,0,3,125
2020,"Gaston County, North Carolina",5,0,341,0,27,872
2020,"Gates County, North Carolina",0,0,11,0,0,8
2020,"Graham County, North Carolina",3,1,0,0,0,35
2020,"Granville County, North Carolina",3,1,112,0,3,70
2020,"Greene County, North Carolina",0,0,55,0,6,23
2020,"Guilford County, North Carolina",17,9,866,0,58,504
2020,"Halifax County, North Carolina",4,0,122,0,0,82
2020,"Harnett County, North Carolina",4,0,103,0,16,177
2020,"Haywood County, North Carolina",15,0,18,0,3,391
2020,"Henderson County, North Carolina",5,4,74,0,24,363
2020,"Hertford County, North Carolina",0,0,44,0,2,17
2020,"Hoke County, North Carolina",60,0,154,0,11,73
2020,"Hyde County, North Carolina",0,0,13,0,0,4
2020,"Iredell County, North Carolina",7,1,340,0,26,639
2020,"Jackson County, North Carolina",16,0,7,0,7,171
2020,"Johnston County, North Carolina",16,0,294,0,51,493
2020,"Jones County, North Carolina",0,0,28,0,0,34
2020,"Lee County, North Carolina",9,0,87,0,14,105
2020,"Lenoir County, North Carolina",6,0,202,0,11,129
2020,"Lincoln County, North Carolina",2,1,60,0,6,433
2020,"Macon County, North Carolina",4,0,7,0,6,220
2020,"Madison County, North Carolina",0,0,1,0,0,102
2020,"Martin County, North Carolina",0,0,159,0,1,46
2020,"Mcdowell County, North Carolina",4,0,36,0,6,459
2020,"Mecklenburg County, North Carolina",12,0,675,0,36,162
2020,"Mitchell County, North Carolina",0,0,1,0,3,72
2020,"Montgomery County, North Carolina",3,0,71,0,27,84
2020,"Moore County, North Carolina",28,0,170,0,19,261
2020,"Nash County, North Carolina",3,0,289,0,12,116
2020,"New Hanover County, North Carolina",21,4,592,0,24,717
2020,"Northampton County, North Carolina",0,0,26,0,0,8
2020,"Onslow County, North Carolina",8,0,266,0,31,482
2020,"Orange County, North Carolina",2,2,116,0,8,87
2020,"Other County, North Carolina",11,2,274,0,9,362
2020,"Pamlico County, North Carolina",0,0,35,0,2,93
2020,"Pasquotank County, North Carolina",1,1,152,0,4,58
2020,"Pender County, North Carolina",3,0,77,0,6,136
2020,"Perquimans County, North Carolina",0,0,27,0,0,25
2020,"Person County, North Carolina",2,0,134,0,0,92
2020,"Pitt County, North Carolina",8,0,906,0,27,319
2020,"Polk County, North Carolina",2,0,8,0,2,82
2020,"Randolph County, North Carolina",16,4,146,0,27,509
2020,"Richmond County, North Carolina",10,1,99,0,7,114
2020,"Robeson County, North Carolina",155,0,100,0,15,52
2020,"Rockingham County, North Carolina",3,1,265,0,13,494
2020,"Rowan County, North Carolina",4,0,237,0,21,617
2020,"Rutherford County, North Carolina",5,0,79,0,3,371
2020,"Sampson County, North Carolina",14,0,186,0,24,204
2020,"Scotland County, North Carolina",46,0,102,0,0,46
2020,"Stanly County, North Carolina",2,3,85,0,6,184
2020,"Stokes County, North Carolina",0,0,32,0,5,296
2020,"Surry County, North Carolina",2,0,50,0,9,417
2020,"Swain County, North Carolina",18,0,4,0,7,103
2020,"Transylvania County, North Carolina",1,0,20,0,9,125
2020,"Tyrrell County, North Carolina",0,0,8,0,0,12
2020,"Union County, North Carolina",5,2,230,0,22,352
2020,"Vance County, North Carolina",0,0,151,0,2,75
2020,"Wake County, North Carolina",12,3,1305,0,97,592
2020,"Warren County, North Carolina",3,0,40,0,1,9
2020,"Washington County, North Carolina",0,0,42,0,0,12
2020,"Watauga County, North Carolina",0,0,11,0,2,142
2020,"Wayne County, North Carolina",4,0,412,0,33,371
2020,"Wilkes County, North Carolina",5,1,67,0,16,539
2020,"Wilson County, North Carolina",4,0,215,0,7,87
2020,"Yadkin County, North Carolina",2,3,40,0,9,274
2020,"Yancey County, North Carolina",1,0,3,0,0,78
2021,"Alamance County, North Carolina",9,2,318,0,20,385
2021,"Alexander County, North Carolina",0,0,16,0,2,185
2021,"Alleghany County, North Carolina",1,0,8,0,1,80
2021,"Anson County, North Carolina",0,1,78,0,0,69
2021,"Ashe County, North Carolina",1,0,4,0,3,185
2021,"Avery County, North Carolina",1,0,1,0,1,74
2021,"Beaufort County, North Carolina",6,0,248,0,9,228
2021,"Bertie County, North Carolina",0,0,37,0,0,13
2021,"Bladen County, North Carolina",7,0,75,0,1,83
2021,"Brunswick County, North Carolina",16,1,201,0,20,550
2021,"Buncombe County, North Carolina",18,0,320,0,45,747
2021,"Burke County, North Carolina",6,5,81,0,10,412
2021,"Cabarrus County, North Carolina",6,3,246,0,16,458
2021,"Caldwell County, North Carolina",1,0,63,0,6,373
2021,"Camden County, North Carolina",0,0,1,0,0,14
2021,"Carteret County, North Carolina",15,1,134,0,13,509
2021,"Caswell County, North Carolina",0,0,45,0,1,45
2021,"Catawba County, North Carolina",5,17,177,0,21,576
2021,"Chatham County, North Carolina",5,0,99,0,13,102
2021,"Cherokee County, North Carolina",1,0,11,0,0,100
2021,"Chowan County, North Carolina",0,0,65,0,1,27
2021,"Clay County, North Carolina",0,0,7,0,0,32
2021,"Cleveland County, North Carolina",1,0,303,0,23,752
2021,"Columbus County, North Carolina",26,0,159,0,1,178
2021,"Craven County, North Carolina",16,4,338,0,26,485
2021,"Cumberland County, North Carolina",67,0,782,0,35,300
2021,"Currituck County, North Carolina",3,0,40,0,0,68
2021,"Dare County, North Carolina",1,0,53,0,3,199
2021,"Davidson County, North Carolina",14,13,239,0,13,696
2021,"Davie County, North Carolina",1,0,32,0,7,122
2021,"Duplin County, North Carolina",2,0,164,0,21,183
2021,"Durham County, North Carolina",8,0,446,0,29,111
2021,"Edgecombe County, North Carolina",0,0,135,0,3,46
2021,"Forsyth County, North Carolina",16,0,788,0,73,454
2021,"Franklin County, North Carolina",4,0,148,0,9,140
2021,"Gaston County, North Carolina",13,2,312,0,23,814
2021,"Gates County, North Carolina",0,0,4,0,0,7
2021,"Graham County, North Carolina",2,0,0,0,0,68
2021,"Granville County, North Carolina",0,0,143,0,10,57
2021,"Greene County, North Carolina",3,0,98,0,3,40
2021,"Guilford County, North Carolina",34,12,1074,0,52,615
2021,"Halifax County, North Carolina",2,0,122,0,2,80
2021,"Harnett County, North Carolina",14,0,99,0,25,209
2021,"Haywood County, North Carolina",15,0,29,0,9,528
2021,"Henderson County, North Carolina",10,2,61,0,23,479
2021,"Hertford County, North Carolina",0,0,52,0,3,23
2021,"Hoke County, North Carolina",55,0,134,0,8,66
2021,"Hyde County, North Carolina",0,0,7,0,0,15
2021,"Iredell County, North Carolina",20,2,362,0,20,701
2021,"Jackson County, North Carolina",46,0,8,0,4,165
2021,"Johnston County, North Carolina",31,0,296,0,41,547
2021,"Jones County, North Carolina",0,0,13,0,0,32
2021,"Lee County, North Carolina",12,0,121,0,28,102
2021,"Lenoir County, North Carolina",3,0,238,0,7,164
2021,"Lincoln County, North Carolina",3,1,66,0,10,414
2021,"Macon County, North Carolina",5,0,15,0,15,312
2021,"Madison County, North Carolina",0,0,3,0,0,135
2021,"Martin County, North Carolina",1,0,136,0,3,52
2021,"Mcdowell County, North Carolina",7,0,37,0,10,500
2021,"Mecklenburg County, North Carolina",10,6,809,0,40,146
2021,"Mitchell County, North Carolina",0,0,2,0,5,101
2021,"Montgomery County, North Carolina",9,1,62,0,11,99
2021,"Moore County, North Carolina",36,0,227,0,28,366
2021,"Nash County, North Carolina",4,0,339,0,11,116
2021,"New Hanover County, North Carolina",31,4,667,0,48,757
2021,"Northampton County, North Carolina",0,0,17,0,0,5
2021,"Onslow County, North Carolina",9,3,266,0,27,469
2021,"Orange County, North Carolina",7,7,134,0,11,110
2021,"Other County, North Carolina",13,0,275,0,8,307
2021,"Pamlico County, North Carolina",0,0,25,0,2,55
2021,"Pasquotank County, North Carolina",3,0,85,0,6,69
2021,"Pender County, North Carolina",3,0,61,0,7,155
2021,"Perquimans County, North Carolina",0,0,31,0,0,32
2021,"Person County, North Carolina",1,0,116,0,4,124
2021,"Pitt County, North Carolina",5,0,977,0,41,395
2021,"Polk County, North Carolina",1,0,9,0,3,79
2021,"Randolph County, North Carolina",7,0,179,0,30,540
2021,"Richmond County, North Carolina",13,1,78,0,2,162
2021,"Robeson County, North Carolina",160,0,85,0,7,54
2021,"Rockingham County, North Carolina",4,1,269,0,23,596
2021,"Rowan County, North Carolina",5,0,246,0,27,597
2021,"Rutherford County, North Carolina",3,0,121,1,10,471
2021,"Sampson County, North Carolina",13,0,163,0,23,187
2021,"Scotland County, North Carolina",35,0,74,0,1,48
2021,"Stanly County, North Carolina",4,3,72,0,2,193
2021,"Stokes County, North Carolina",2,2,37,0,11,415
2021,"Surry County, North Carolina",6,0,63,0,14,634
2021,"Swain County, North Carolina",11,0,0,0,2,90
2021,"Transylvania County, North Carolina",1,0,31,0,1,122
2021,"Tyrrell County, North Carolina",0,0,10,0,3,5
2021,"Union County, North Carolina",18,0,338,0,32,375
2021,"Vance County, North Carolina",1,0,167,0,7,92
2021,"Wake County, North Carolina",11,8,1251,0,100,581
2021,"Warren County, North Carolina",2,0,31,0,1,11
2021,"Washington County, North Carolina",0,0,41,0,0,26
2021,"Watauga County, North Carolina",0,0,18,0,3,196
2021,"Wayne County, North Carolina",6,0,589,0,47,422
2021,"Wilkes County, North Carolina",7,6,97,0,26,683
2021,"Wilson County, North Carolina",3,0,323,0,12,97
2021,"Yadkin County, North Carolina",1,0,43,0,23,327
2021,"Yancey County, North Carolina",1,0,1,0,6,119
