SID,DATE,DESCRIPTION,DETAILS
SC01531744,12/06/2013,POSSESSION OF SECURITY EQUIP/PROPERTY,
SC01531744,12/04/2013,EXHIBITIONISM AND PUBLIC MASTURBATION,
SC01531744,11/19/2013,THREATENING TO INFLICT HARM ON EMPLOYEE,
SC01531744,07/22/2013,THREATENING TO INFLICT HARM ON EMPLOYEE,
SC01531744,07/12/2013,THREATENING TO INFLICT HARM ON EMPLOYEE,
SC01531744,06/27/2013,POSSESSION OF A WEAPON,
SC01531744,06/17/2013,THROWING/EXPOSURE OF ANY SUBSTANCE,
SC01531744,05/14/2013,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,
SC01531744,05/09/2013,EXHIBITIONISM AND PUBLIC MASTURBATION,JUMPSUIT FOR 44 DAYS
SC01531744,03/08/2013,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,
SC01531744,02/21/2013,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE",
SC01531744,01/28/2013,SMUGGLING/CONSPIRACY SMUGGLE CONTRABAND,
SC01531744,01/28/2013,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT",
SC01531744,10/25/2012,SMUGGLING/CONSPIRACY SMUGGLE CONTRABAND,LOSS OF TELEVISION PRIVILEGES FOR 1145 DAYS
SC01531744,11/20/2011,THREATENING TO INFLICT HARM ON EMPLOYEE,
SC01531744,06/01/2011,THROWING/EXPOSURE OF ANY SUBSTANCE,
SC01531744,06/01/2011,THREATENING TO INFLICT HARM ON EMPLOYEE,
SC01531744,05/28/2011,EXHIBITIONISM AND PUBLIC MASTURBATION,JUMPSUIT FOR 360 DAYS
SC01531744,05/17/2011,EXHIBITIONISM AND PUBLIC MASTURBATION,JUMPSUIT FOR 360 DAYS
SC01531744,04/12/2011,POSSESSION OF A WEAPON,
SC01531744,04/12/2011,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT",
SC01531744,03/25/2011,THROWING/EXPOSURE OF ANY SUBSTANCE,
SC01531744,03/19/2011,EXHIBITIONISM AND PUBLIC MASTURBATION,JUMPSUIT FOR 360 DAYS
SC01531744,03/13/2011,EXHIBITIONISM AND PUBLIC MASTURBATION,JUMPSUIT FOR 360 DAYS
SC01531744,02/19/2011,THROWING/EXPOSURE OF ANY SUBSTANCE,
SC01531744,02/19/2011,THREATENING TO INFLICT HARM ON EMPLOYEE,
SC01531744,12/17/2010,"SOLICIT EMPLOYEE,I/M,VIOLATE SCDC RULE",
SC01531744,12/09/2010,EXHIBITIONISM AND PUBLIC MASTURBATION,JUMPSUIT FOR 360 DAYS
SC01531744,03/14/2010,"A & B OF AN EMP, ETC W/INT KILL/INJURE","DISCIPLINARY SANCTIONS,DATE,DESCRIPTION"
SC01531744,11/27/2009,"A & B OF AN EMP, ETC W/INT KILL/INJURE",
SC01531744,10/06/2009,THREATENING TO INFLICT HARM ON EMPLOYEE,
SC01531744,09/07/2009,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,
SC01531744,07/28/2009,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,
SC01531744,07/09/2009,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,
SC01531744,06/17/2009,THREATENING TO INFLICT HARM ON EMPLOYEE,
SC01531744,06/16/2009,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,DISC. DETENTION FOR 569 DAYS
SC01531744,02/10/2009,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 67 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS"
SC01531744,02/10/2009,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 247 DAYS"
SC01531744,02/10/2009,THROWING/EXPOSURE OF ANY SUBSTANCE,"DISC. DETENTION FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 234 DAYS"
SC01531744,02/09/2009,THROWING/EXPOSURE OF ANY SUBSTANCE,"LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC01531744,01/27/2009,STRIKE I/M W/WO WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 540 DAYS,DISC. DETENTION FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 540 DAYS,LOSS OF VISITATION PRIVILEGES FOR 540 DAYS"
SC01342972,04/22/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01342972,12/01/2020,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01342972,02/07/2017,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01342972,03/19/2016,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01342972,11/07/2014,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT",DISC. DETENTION FOR 57 DAYS
SC01342972,05/23/2014,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT",
SC01342972,02/04/2014,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 218 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 218 DAYS,LOSS OF VISITATION PRIVILEGES FOR 235 DAYS"
SC01342972,01/30/2014,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT",
SC01342972,05/27/2012,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 720 DAYS,DISC. DETENTION FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 720 DAYS,LOSS OF VISITATION PRIVILEGES FOR 720 DAYS"
SC01342972,12/23/2010,TRAFFICKING AND TRADING,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 9 DAYS"
SC01342972,12/23/2010,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 9 DAYS"
SC01342972,12/23/2010,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC01928748,04/10/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01928748,04/09/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01928748,03/04/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 100 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 100 DAYS,LOSS OF VISITATION PRIVILEGES FOR 100 DAYS"
SC01928748,03/03/2022,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01928748,03/03/2022,CREAT/ASSIST WITH SOCIAL NETWORKING SITE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01928748,03/03/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,DISC. DETENTION FOR 30 DAYS
SC01928748,03/03/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01928748,01/22/2021,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC00711356,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02042632,04/26/2023,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 90 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 240 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 240 DAYS,LOSS OF VISITATION PRIVILEGES FOR 240 DAYS"
SC02042632,12/12/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 90 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02042632,10/22/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02042632,09/07/2021,REFUSING OR FAILING OBEY ORDERS,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC02042632,09/02/2020,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02042632,02/26/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 99 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 240 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 240 DAYS,LOSS OF VISITATION PRIVILEGES FOR 240 DAYS"
SC02042632,08/05/2019,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 93 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 240 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 240 DAYS,LOSS OF VISITATION PRIVILEGES FOR 240 DAYS"
SC02042632,08/05/2019,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02042632,07/18/2019,THROWING/EXPOSURE OF ANY SUBSTANCE,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02042632,06/07/2018,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02042632,06/07/2018,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF GOOD TIME: 6 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02042632,07/23/2017,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02042632,01/20/2017,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 96 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02042632,01/20/2017,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02042632,09/07/2016,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02042632,09/07/2016,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02042632,07/07/2016,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02042632,07/29/2015,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02042632,06/14/2015,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02042632,11/04/2014,POSSESSION OF CONTRABAND,
SC02042632,11/04/2014,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,
SC02042632,10/30/2014,POSSESSION OF A WEAPON,
SC02042632,09/10/2014,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,
SC02042632,08/11/2014,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,DISC. DETENTION FOR 35 DAYS
SC02042632,08/11/2014,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,DISC. DETENTION FOR 60 DAYS
SC02042632,08/11/2014,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,DISC. DETENTION FOR 180 DAYS
SC02042632,06/19/2014,EVADING A SECURITY DEVICE,
SC02042632,05/31/2014,EVADING A SECURITY DEVICE,
SC02042632,05/23/2014,EVADING A SECURITY DEVICE,
SC02042632,05/12/2014,POSSESSION OF A WEAPON,DISC. DETENTION FOR 60 DAYS
SC02042632,03/18/2014,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 425 DAYS,DISC. DETENTION FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 425 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 425 DAYS,LOSS OF VISITATION PRIVILEGES FOR 425 DAYS"
SC01244715,01/22/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01244715,11/03/2021,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 78 DAYS,DISC. DETENTION FOR 18 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 78 DAYS,LOSS OF VISITATION PRIVILEGES FOR 78 DAYS"
SC01244715,02/06/2020,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01244715,01/17/2020,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01244715,12/27/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01244715,12/27/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01244715,12/16/2019,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 75 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 75 DAYS,LOSS OF VISITATION PRIVILEGES FOR 75 DAYS"
SC01244715,12/13/2019,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 75 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 75 DAYS,LOSS OF VISITATION PRIVILEGES FOR 75 DAYS"
SC01244715,12/12/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01244715,12/12/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01244715,12/09/2019,THROWING/EXPOSURE OF ANY SUBSTANCE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01244715,12/09/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01244715,12/01/2019,DISRESPECT,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01244715,09/17/2019,DISRESPECT,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01244715,08/08/2019,DISRESPECT,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01244715,07/25/2019,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01244715,07/25/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01244715,07/17/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 75 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 75 DAYS,LOSS OF VISITATION PRIVILEGES FOR 75 DAYS"
SC01244715,06/27/2019,THROWING/EXPOSURE OF ANY SUBSTANCE,"LOSS OF CANTEEN PRIVILEGES FOR 165 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 165 DAYS,LOSS OF VISITATION PRIVILEGES FOR 165 DAYS"
SC01244715,06/27/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 165 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 165 DAYS,LOSS OF VISITATION PRIVILEGES FOR 165 DAYS"
SC01244715,04/04/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 75 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 75 DAYS"
SC01244715,10/22/2018,FIGHTING WITH A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01244715,10/22/2018,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01641317,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01233170,02/09/2023,SMUGGLING/CONSPIRACY SMUGGLE CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 45 DAYS,LOSS OF VISITATION PRIVILEGES FOR 45 DAYS"
SC01119504,02/11/2023,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC01119504,03/14/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01119504,10/02/2018,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01119504,10/02/2018,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01119504,04/27/2016,INCITING/CREATING A DISTURBANCE,"LOSS OF CANTEEN PRIVILEGES FOR 65 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 65 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 65 DAYS"
SC01119504,04/27/2016,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 105 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 105 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 105 DAYS"
SC01119504,04/21/2016,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 65 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 65 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 65 DAYS"
SC01119504,04/21/2016,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 145 DAYS,DISC. DETENTION FOR 40 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 145 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 145 DAYS"
SC01119504,04/15/2016,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 20 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01119504,04/15/2016,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 20 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01119504,08/07/2015,"USE OBSCENE,VULGAR,PROFANE LANG/GESTURES",LOSS OF CANTEEN PRIVILEGES FOR 10 DAYS
